pair_ID	entailment_judgment	label	prediction	prediction_scores	target_scores
2255	ENTAILMENT	1	0	4.6	3.2066627
2256	NEUTRAL	0	0	3.1	3.295151
2257	ENTAILMENT	1	0	4.7	3.1404414
2258	CONTRADICTION	2	0	4.1	3.3178718
2262	NEUTRAL	0	0	2.8	3.0877218
2265	CONTRADICTION	2	0	4.0	3.2649684
2267	CONTRADICTION	2	0	3.6	3.4060867
2268	NEUTRAL	0	0	3.9	3.2672637
2269	NEUTRAL	0	0	3.6	3.4174569
2270	NEUTRAL	0	0	4.1	3.2420452
2271	NEUTRAL	0	0	3.7	3.3834076
2273	ENTAILMENT	1	0	5.0	3.4704072
2276	NEUTRAL	0	0	3.0	3.5507412
2278	NEUTRAL	0	0	3.2	3.4925337
2279	NEUTRAL	0	0	3.1	3.3298903
2280	NEUTRAL	0	0	3.1	3.6180947
2283	CONTRADICTION	2	0	4.2	3.3739107
2285	CONTRADICTION	2	0	4.0	3.5202336
2290	ENTAILMENT	1	0	5.0	3.3896954
2292	CONTRADICTION	2	0	3.3	3.3241658
2293	NEUTRAL	0	0	4.3	3.6163015
2294	NEUTRAL	0	0	3.5	3.3749242
2295	NEUTRAL	0	0	4.1	3.6112401
2296	NEUTRAL	0	0	3.435	3.1770587
2298	NEUTRAL	0	0	3.9	3.3275235
2300	ENTAILMENT	1	0	4.7	3.4033065
2301	NEUTRAL	0	0	3.6	3.3841028
2306	NEUTRAL	0	0	3.5	3.4297905
2312	ENTAILMENT	1	0	4.3	3.3184597
2313	CONTRADICTION	2	0	3.0	3.417587
2320	NEUTRAL	0	0	3.55	3.3864338
2321	NEUTRAL	0	0	4.265	3.4627748
2323	NEUTRAL	0	0	3.6	3.4500732
2324	NEUTRAL	0	0	3.4	3.5261507
2325	ENTAILMENT	1	0	4.9	3.337304
2326	CONTRADICTION	2	0	3.3	3.2400138
2328	ENTAILMENT	1	0	4.8	3.2568674
2331	ENTAILMENT	1	0	4.8	3.3274713
2335	ENTAILMENT	1	0	4.8	3.6059134
2336	CONTRADICTION	2	0	3.2	3.2846322
2337	ENTAILMENT	1	0	5.0	3.6119702
2342	NEUTRAL	0	0	3.3	3.930989
2343	ENTAILMENT	1	0	4.3	3.7103376
2345	ENTAILMENT	1	0	4.4	3.8707423
2346	ENTAILMENT	1	0	5.0	3.4342089
2347	NEUTRAL	0	0	3.9	3.4468408
2349	ENTAILMENT	1	0	4.8	3.373264
2353	ENTAILMENT	1	0	3.6	3.4158485
2354	NEUTRAL	0	0	2.4	3.670569
2355	NEUTRAL	0	0	2.2	3.409361
2356	NEUTRAL	0	0	3.7	3.6551147
2357	ENTAILMENT	1	0	4.8	3.6538887
2361	CONTRADICTION	2	0	3.1	3.6710336
2367	ENTAILMENT	1	0	4.1	3.8236597
2370	ENTAILMENT	1	0	4.9	3.2045238
2371	CONTRADICTION	2	0	4.2	3.3283463
2372	ENTAILMENT	1	0	4.3	3.5478399
2373	NEUTRAL	0	0	3.8	3.1608634
2376	ENTAILMENT	1	0	4.6	3.2768617
2378	NEUTRAL	0	0	3.4	3.3621018
2379	ENTAILMENT	1	0	5.0	3.7447772
2380	CONTRADICTION	2	0	3.5	3.5596385
2382	NEUTRAL	0	0	2.7	3.5331416
2384	NEUTRAL	0	0	2.5	3.447102
2387	NEUTRAL	0	0	4.1	3.3274653
2389	ENTAILMENT	1	0	4.3	3.2980301
2390	CONTRADICTION	2	0	2.9	3.2772713
2393	NEUTRAL	0	0	4.3	3.7685544
2394	NEUTRAL	0	0	3.6	3.2813883
2395	NEUTRAL	0	0	3.8	3.571932
2396	ENTAILMENT	1	0	5.0	3.32603
2398	CONTRADICTION	2	0	3.4	3.1395857
2399	ENTAILMENT	1	0	4.7	3.4329143
2403	ENTAILMENT	1	0	4.4	3.1990259
2406	ENTAILMENT	1	0	5.0	3.128272
2408	ENTAILMENT	1	0	4.8	3.2168417
2411	NEUTRAL	0	0	1.6	3.0919933
2412	NEUTRAL	0	0	2.2	3.2428393
2416	CONTRADICTION	2	0	3.9	3.364857
2417	ENTAILMENT	1	0	4.5	3.337095
2418	ENTAILMENT	1	0	4.7	3.644638
2419	CONTRADICTION	2	0	3.7	3.5360718
2420	ENTAILMENT	1	0	4.3	3.5125365
2421	NEUTRAL	0	0	3.6	3.505998
2424	NEUTRAL	0	0	4.0	3.5886004
2425	ENTAILMENT	1	0	4.25	3.4041634
2427	NEUTRAL	0	0	2.4	2.9238117
2428	ENTAILMENT	1	0	4.7	3.3795986
2432	NEUTRAL	0	0	3.3	2.990999
2433	NEUTRAL	0	0	2.7	3.2560391
2434	ENTAILMENT	1	0	4.5	3.2948964
2435	ENTAILMENT	1	0	4.7	3.7574275
2437	ENTAILMENT	1	0	4.3	3.5566
2439	CONTRADICTION	2	0	2.9	3.600806
2442	ENTAILMENT	1	0	4.2	3.56285
2443	NEUTRAL	0	0	1.5	3.0126762
2444	NEUTRAL	0	0	3.5	3.5566518
2446	ENTAILMENT	1	0	4.5	3.2171578
2448	NEUTRAL	0	0	2.9	3.2701967
2449	ENTAILMENT	1	0	4.8	3.6495073
2451	NEUTRAL	0	0	2.1	3.360367
2452	ENTAILMENT	1	0	4.8	3.3945227
2453	NEUTRAL	0	0	3.7	3.250951
2454	NEUTRAL	0	0	2.1	3.3531837
2460	NEUTRAL	0	0	3.0	3.1038375
2461	ENTAILMENT	1	0	4.3	3.5972643
2462	CONTRADICTION	2	0	3.8	3.5389507
2463	ENTAILMENT	1	0	4.2	3.4175339
2464	NEUTRAL	0	0	3.2	3.3587198
2468	ENTAILMENT	1	0	4.6	3.1918945
2469	NEUTRAL	0	0	3.8	3.3014476
2470	ENTAILMENT	1	0	4.9	3.1273432
2471	NEUTRAL	0	0	3.9	3.1769218
2473	NEUTRAL	0	0	2.3	3.1356952
2475	NEUTRAL	0	0	2.1	3.2092357
2477	ENTAILMENT	1	0	4.3	3.2346056
2478	NEUTRAL	0	0	4.1	3.1158519
2479	ENTAILMENT	1	0	4.9	3.2977242
2480	CONTRADICTION	2	0	3.2	3.4013538
2481	NEUTRAL	0	0	3.0	3.4132297
2482	NEUTRAL	0	0	3.2	3.4051833
2483	NEUTRAL	0	0	2.4	3.1887035
2484	NEUTRAL	0	0	2.0	3.291911
2487	NEUTRAL	0	0	3.3	3.156803
2489	CONTRADICTION	2	0	3.3	3.139293
2490	NEUTRAL	0	0	2.7	2.9855032
2492	NEUTRAL	0	0	2.3	3.1001015
2493	NEUTRAL	0	0	2.8	3.180304
2498	ENTAILMENT	1	0	4.9	3.3508317
2501	NEUTRAL	0	0	1.3	3.2356968
2502	NEUTRAL	0	0	1.6	3.4781203
2503	NEUTRAL	0	0	1.0	3.1962042
2504	NEUTRAL	0	0	1.0	3.2139041
2507	CONTRADICTION	2	0	3.7	3.284515
2511	ENTAILMENT	1	0	4.1	3.2741592
2512	NEUTRAL	0	0	3.7	3.25119
2513	ENTAILMENT	1	0	4.335	3.2990386
2516	ENTAILMENT	1	0	4.4	3.2498772
2517	ENTAILMENT	1	0	4.465	3.6266043
2519	ENTAILMENT	1	0	4.8	3.7215345
2520	CONTRADICTION	2	0	3.6	3.7602236
2522	NEUTRAL	0	0	4.1	3.6669421
2523	NEUTRAL	0	0	4.4	3.621358
2524	NEUTRAL	0	0	2.9	3.8499768
2526	CONTRADICTION	2	0	4.1	3.7421527
2528	ENTAILMENT	1	0	4.6	3.6006868
2531	NEUTRAL	0	0	2.7	3.584173
2532	ENTAILMENT	1	0	4.6	3.6830518
2533	NEUTRAL	0	0	3.8	3.5133882
2534	ENTAILMENT	1	0	4.7	3.6726527
2536	ENTAILMENT	1	0	4.4	3.6802537
2537	ENTAILMENT	1	0	4.8	3.132948
2541	NEUTRAL	0	0	3.8	3.65966
2542	NEUTRAL	0	0	3.7	3.1195698
2546	ENTAILMENT	1	0	4.4	3.5840194
2547	CONTRADICTION	2	0	2.8	3.516476
2548	ENTAILMENT	1	0	4.9	3.6229775
2550	ENTAILMENT	1	0	4.5	3.6484575
2552	ENTAILMENT	1	0	4.4	3.7031243
2556	NEUTRAL	0	0	3.4	3.306677
2558	NEUTRAL	0	0	3.4	3.3339534
2559	ENTAILMENT	1	0	4.0	3.2578886
2560	NEUTRAL	0	0	3.2	3.2006488
2562	NEUTRAL	0	0	3.1	3.3063688
2563	ENTAILMENT	1	0	4.6	3.2688277
2564	ENTAILMENT	1	0	4.3	3.2322779
2565	CONTRADICTION	2	0	3.8	3.1502686
2567	NEUTRAL	0	0	2.8	3.3049796
2568	NEUTRAL	0	0	2.9	3.1228716
2570	NEUTRAL	0	0	2.4	3.1775367
2571	NEUTRAL	0	0	2.9	3.2421424
2573	ENTAILMENT	1	0	4.9	3.2743053
2575	ENTAILMENT	1	0	5.0	3.2721229
2576	CONTRADICTION	2	0	3.4	3.1644835
2580	NEUTRAL	0	0	4.2	3.2374518
2581	ENTAILMENT	1	0	4.4	3.21679
2584	ENTAILMENT	1	0	4.7	3.4170327
2585	CONTRADICTION	2	0	4.1	3.316148
2586	ENTAILMENT	1	0	4.7	3.4258027
2587	CONTRADICTION	2	0	4.1	3.2020502
2595	ENTAILMENT	1	0	5.0	3.3806598
2598	NEUTRAL	0	0	4.2	3.4411464
2600	NEUTRAL	0	0	3.7	3.495677
2603	CONTRADICTION	2	0	3.9	3.4831636
2605	CONTRADICTION	2	0	4.0	3.8163583
2607	ENTAILMENT	1	0	4.2	3.707633
2609	NEUTRAL	0	0	3.4	3.5239713
2610	ENTAILMENT	1	0	4.6	3.8088555
2611	CONTRADICTION	2	0	2.5	3.791931
2612	ENTAILMENT	1	0	4.4	3.8052754
2613	ENTAILMENT	1	0	4.6	3.0123966
2614	CONTRADICTION	2	0	3.5	3.0618262
2616	NEUTRAL	0	0	3.2	3.121691
2617	ENTAILMENT	1	0	4.7	3.3931935
2618	NEUTRAL	0	0	3.0	3.3290935
2620	CONTRADICTION	2	0	3.2	3.1209645
2621	ENTAILMENT	1	0	4.6	3.1291053
2624	NEUTRAL	0	0	3.9	3.4452388
2629	ENTAILMENT	1	0	4.9	3.4802284
2631	ENTAILMENT	1	0	4.5	3.4611874
2633	ENTAILMENT	1	0	4.6	3.0194461
2635	ENTAILMENT	1	2	4.7	3.3327515
2639	NEUTRAL	0	0	3.1	3.1223598
2641	ENTAILMENT	1	0	4.4	3.2724745
2642	NEUTRAL	0	2	2.3	2.9227316
2644	ENTAILMENT	1	0	5.0	3.0628223
2645	CONTRADICTION	2	0	3.7	3.1338685
2646	ENTAILMENT	1	0	4.9	3.1384454
2647	CONTRADICTION	2	0	4.3	3.3098612
2648	NEUTRAL	0	0	2.3	3.0692763
2649	NEUTRAL	0	0	3.4	3.303753
2652	NEUTRAL	0	0	3.0	3.2150025
2653	ENTAILMENT	1	0	4.9	3.6380825
2658	NEUTRAL	0	0	3.2	3.6146913
2659	NEUTRAL	0	0	1.9	3.5155163
2661	NEUTRAL	0	0	1.865	3.469394
2663	NEUTRAL	0	0	1.9	3.7865007
2665	NEUTRAL	0	0	3.0	3.5422997
2667	NEUTRAL	0	0	3.8	3.4381516
2669	NEUTRAL	0	0	3.7	3.4465106
2671	NEUTRAL	0	0	3.5	3.5368972
2674	NEUTRAL	0	0	4.1	3.278024
2676	NEUTRAL	0	0	3.6	3.6376252
2677	NEUTRAL	0	0	3.0	3.6060188
2681	ENTAILMENT	1	0	4.2	3.5456042
2683	ENTAILMENT	1	0	4.2	3.5849233
2685	CONTRADICTION	2	0	3.7	3.4866035
2686	ENTAILMENT	1	0	4.9	3.809748
2690	NEUTRAL	0	0	2.8	3.376871
2693	ENTAILMENT	1	0	4.7	3.3791928
2694	NEUTRAL	0	0	3.2	3.251241
2695	ENTAILMENT	1	0	4.5	3.485849
2697	ENTAILMENT	1	0	4.3	3.483635
2698	NEUTRAL	0	0	4.3	3.4355142
2699	ENTAILMENT	1	0	4.3	3.5565088
2700	NEUTRAL	0	0	3.3	3.5568051
2706	ENTAILMENT	1	0	4.4	3.6190398
2717	NEUTRAL	0	0	3.4	3.7012255
2719	NEUTRAL	0	0	3.5	3.3843975
2723	CONTRADICTION	2	0	3.2	3.617973
2725	NEUTRAL	0	0	3.565	3.6306164
2727	NEUTRAL	0	0	2.6	3.6808116
2729	NEUTRAL	0	0	1.6	3.5196402
2732	NEUTRAL	0	0	1.9	3.6435528
2733	ENTAILMENT	1	0	4.9	3.0813441
2736	CONTRADICTION	2	0	3.2	3.181586
2737	NEUTRAL	0	0	3.4	3.0019398
2740	NEUTRAL	0	0	2.6	3.1446304
2742	ENTAILMENT	1	0	4.9	3.9038837
2743	CONTRADICTION	2	0	3.8	3.8500113
2745	NEUTRAL	0	0	3.6	3.3639522
2746	ENTAILMENT	1	0	4.4	3.8572717
2747	NEUTRAL	0	0	2.8	3.3662665
2749	CONTRADICTION	2	0	3.6	3.6328156
2750	ENTAILMENT	1	0	4.7	3.8527522
2753	ENTAILMENT	1	0	4.7	3.633605
2759	ENTAILMENT	1	0	4.165	3.7843356
2760	ENTAILMENT	1	0	4.0	3.527531
2762	ENTAILMENT	1	0	4.8	3.128662
2767	NEUTRAL	0	0	3.0	3.1085453
2769	ENTAILMENT	1	0	4.9	3.7999127
2771	NEUTRAL	0	0	3.515	3.6977713
2773	NEUTRAL	0	0	3.2	3.7261682
2780	ENTAILMENT	1	0	4.9	3.5447621
2781	NEUTRAL	0	0	3.8	3.474817
2782	ENTAILMENT	1	0	4.8	3.300634
2785	CONTRADICTION	2	0	2.6	3.4644787
2786	ENTAILMENT	1	0	4.5	3.627922
2790	CONTRADICTION	2	0	4.4	3.719384
2793	ENTAILMENT	1	0	4.4	3.882795
2794	CONTRADICTION	2	0	2.8	3.776301
2796	NEUTRAL	0	0	3.6	3.5764487
2798	ENTAILMENT	1	0	4.5	3.50843
2801	CONTRADICTION	2	0	3.335	3.2119544
2804	NEUTRAL	0	0	2.3	3.5882788
2805	NEUTRAL	0	0	1.6	3.2189608
2806	NEUTRAL	0	0	1.9	3.5124967
2808	NEUTRAL	0	0	3.8	3.2127197
2810	NEUTRAL	0	0	3.9	3.7122436
2814	NEUTRAL	0	0	2.7	3.6831672
2816	ENTAILMENT	1	0	4.7	3.2383661
2819	ENTAILMENT	1	0	4.5	3.5228574
2820	NEUTRAL	0	0	3.9	3.370377
2823	NEUTRAL	0	0	2.2	3.2297504
2824	NEUTRAL	0	0	2.9	3.2673507
2825	NEUTRAL	0	0	2.4	3.3948812
2826	NEUTRAL	0	0	3.3	3.2074907
2830	CONTRADICTION	2	0	4.1	3.3436513
2831	ENTAILMENT	1	0	4.4	3.745212
2832	NEUTRAL	0	0	3.8	3.496651
2833	ENTAILMENT	1	0	4.4	3.7655263
2834	NEUTRAL	0	0	3.3	3.462111
2835	ENTAILMENT	1	0	4.1	3.6957533
2836	ENTAILMENT	1	0	4.5	3.40898
2840	ENTAILMENT	1	0	4.1	3.6998267
2841	NEUTRAL	0	0	2.2	3.3332195
2843	CONTRADICTION	2	0	4.3	3.2894993
2846	CONTRADICTION	2	0	3.7	3.1621785
2847	ENTAILMENT	1	0	4.3	3.5017006
2848	CONTRADICTION	2	0	3.6	3.2985425
2849	NEUTRAL	0	0	3.9	3.2875826
2852	NEUTRAL	0	0	3.0	3.3226674
2855	CONTRADICTION	2	0	3.9	3.4745905
2858	ENTAILMENT	1	0	4.4	3.2428265
2859	NEUTRAL	0	0	3.3	3.488467
2866	NEUTRAL	0	0	3.465	3.1089194
2869	NEUTRAL	0	0	3.8	3.3189719
2871	ENTAILMENT	1	0	4.1	3.1047783
2872	ENTAILMENT	1	0	4.5	3.5436609
2873	CONTRADICTION	2	0	4.4	3.5307713
2876	ENTAILMENT	1	0	4.8	3.518473
2877	CONTRADICTION	2	0	3.4	3.6896348
2878	ENTAILMENT	1	0	4.5	3.678843
2880	ENTAILMENT	1	0	4.8	3.537567
2882	NEUTRAL	0	0	3.8	2.9659123
2884	CONTRADICTION	2	0	4.2	3.0621295
2885	ENTAILMENT	1	0	5.0	3.0618255
2887	ENTAILMENT	1	0	4.6	3.127622
2888	NEUTRAL	0	0	3.2	3.0496202
2889	ENTAILMENT	1	0	5.0	3.0598474
2892	ENTAILMENT	1	0	4.9	3.1395814
2893	CONTRADICTION	2	0	4.0	3.223229
2895	CONTRADICTION	2	0	4.2	3.2492702
2897	NEUTRAL	0	0	3.8	3.1591299
2901	ENTAILMENT	1	0	4.9	3.2492237
2902	NEUTRAL	0	0	2.6	3.158998
2904	NEUTRAL	0	0	3.1	3.500956
2906	NEUTRAL	0	0	2.5	3.186191
2912	ENTAILMENT	1	0	4.4	3.7250102
2914	NEUTRAL	0	0	4.1	3.849003
2921	NEUTRAL	0	0	3.4	3.7266035
2922	NEUTRAL	0	0	3.1	3.7146525
2923	NEUTRAL	0	0	3.7	3.7007952
2925	NEUTRAL	0	0	3.8	3.573212
2928	ENTAILMENT	1	0	4.7	3.40782
2929	CONTRADICTION	2	0	3.7	3.3972762
2931	NEUTRAL	0	0	2.5	3.1105037
2934	NEUTRAL	0	0	3.4	3.2346647
2940	ENTAILMENT	1	0	4.0	3.3786159
2942	NEUTRAL	0	0	2.8	3.346826
2944	NEUTRAL	0	0	3.3	3.3449297
2946	ENTAILMENT	1	0	5.0	3.3145227
2947	CONTRADICTION	2	0	3.3	3.328947
2948	ENTAILMENT	1	0	5.0	3.2107775
2949	CONTRADICTION	2	0	3.6	3.2404568
2950	ENTAILMENT	1	0	4.3	3.3085964
2953	CONTRADICTION	2	0	3.135	3.4701502
2954	ENTAILMENT	1	0	4.3	3.4424958
2962	CONTRADICTION	2	0	4.2	3.736529
2963	ENTAILMENT	1	0	4.5	3.7429023
2973	NEUTRAL	0	0	4.1	3.7387145
2975	ENTAILMENT	1	0	4.6	3.464653
2978	ENTAILMENT	1	2	4.7	3.383515
2979	CONTRADICTION	2	0	2.8	3.381859
2982	ENTAILMENT	1	0	3.8	3.5121412
2985	NEUTRAL	0	0	3.0	3.5365982
2986	ENTAILMENT	1	0	4.6	3.1708496
2987	CONTRADICTION	2	0	3.7	3.174153
2990	NEUTRAL	0	0	3.9	3.662436
2991	NEUTRAL	0	0	2.1	3.2557027
2993	NEUTRAL	0	0	3.2	3.5580935
2999	NEUTRAL	0	0	3.6	3.0994327
3000	NEUTRAL	0	0	3.6	3.2458193
3001	NEUTRAL	0	0	2.9	3.0713606
3003	NEUTRAL	0	0	3.9	3.1705437
3004	ENTAILMENT	1	0	5.0	3.5721412
3006	ENTAILMENT	1	0	4.6	3.6363893
3008	NEUTRAL	0	0	3.4	3.6986794
3009	NEUTRAL	0	0	4.2	3.6255937
3011	ENTAILMENT	1	0	4.4	3.5772574
3012	ENTAILMENT	1	0	4.0	3.749958
3013	NEUTRAL	0	0	3.3	3.6652162
3017	ENTAILMENT	1	0	4.6	3.7198012
3020	NEUTRAL	0	0	3.1	3.565583
3021	NEUTRAL	0	0	3.6	3.5253732
3023	NEUTRAL	0	0	3.8	3.5392046
3025	NEUTRAL	0	0	3.8	3.5235336
3026	ENTAILMENT	1	0	4.7	3.0836098
3028	NEUTRAL	0	0	4.4	3.327098
3029	CONTRADICTION	2	0	3.8	3.3873115
3030	NEUTRAL	0	0	4.1	3.6470692
3032	NEUTRAL	0	0	4.3	3.0942097
3034	CONTRADICTION	2	0	3.6	3.8997145
3035	ENTAILMENT	1	0	5.0	3.7377121
3037	ENTAILMENT	1	0	4.6	3.8240905
3040	CONTRADICTION	2	0	4.0	3.7714956
3044	ENTAILMENT	1	0	4.8	3.512142
3045	CONTRADICTION	2	0	3.4	3.516315
3048	NEUTRAL	0	0	4.0	3.3560543
3051	ENTAILMENT	1	0	5.0	3.5457172
3052	CONTRADICTION	2	0	3.2	3.410132
3053	ENTAILMENT	1	0	5.0	3.296892
3055	ENTAILMENT	1	0	5.0	3.4165251
3056	NEUTRAL	0	0	3.6	3.4738438
3057	ENTAILMENT	1	0	4.5	3.294319
3058	CONTRADICTION	2	0	3.7	3.435239
3060	ENTAILMENT	1	0	4.65	3.4450004
3063	ENTAILMENT	1	0	4.9	3.333022
3064	CONTRADICTION	2	0	3.6	3.3737354
3066	CONTRADICTION	2	0	3.6	3.396606
3067	ENTAILMENT	1	0	4.1	3.41539
3070	ENTAILMENT	1	0	4.4	3.3946743
3074	NEUTRAL	0	0	4.1	3.6993551
3075	ENTAILMENT	1	0	4.8	3.6375566
3076	NEUTRAL	0	0	3.8	3.6942127
3077	ENTAILMENT	1	0	4.3	3.5222456
3078	CONTRADICTION	2	0	3.7	3.1868398
3080	ENTAILMENT	1	0	4.9	3.499013
3082	ENTAILMENT	1	0	4.7	3.285822
3083	CONTRADICTION	2	0	3.0	3.2846336
3084	NEUTRAL	0	0	2.9	3.3631423
3086	NEUTRAL	0	0	3.0	3.3110728
3087	NEUTRAL	0	0	2.4	3.0379612
3088	NEUTRAL	0	0	2.8	3.0869055
3089	ENTAILMENT	1	0	4.1	3.2585795
3090	CONTRADICTION	2	0	3.6	3.0350885
3093	NEUTRAL	0	0	3.5	3.4806917
3095	NEUTRAL	0	0	2.9	3.2931342
3096	NEUTRAL	0	0	2.935	3.460097
3099	CONTRADICTION	2	0	3.1	3.5816967
3101	ENTAILMENT	1	0	5.0	3.7759166
3103	ENTAILMENT	1	0	4.7	3.7988174
3104	NEUTRAL	0	0	1.7	3.547068
3106	CONTRADICTION	2	0	4.3	3.5589893
3108	ENTAILMENT	1	0	4.65	3.6660347
3109	ENTAILMENT	1	0	4.9	3.260315
3112	CONTRADICTION	2	0	3.2	3.1839192
3113	ENTAILMENT	1	0	4.4	3.2845416
3115	ENTAILMENT	1	0	4.55	3.362839
3116	CONTRADICTION	2	0	3.3	3.2903683
3117	ENTAILMENT	1	0	4.7	3.116062
3118	ENTAILMENT	1	0	4.6	3.5332026
3119	CONTRADICTION	2	0	3.5	3.4544823
3120	ENTAILMENT	1	0	4.9	3.5220313
3124	NEUTRAL	0	0	4.3	3.5210757
3125	NEUTRAL	0	0	3.8	3.5147753
3127	ENTAILMENT	1	0	4.9	3.1305847
3128	NEUTRAL	0	0	3.0	3.1383524
3131	NEUTRAL	0	0	2.3	3.0408165
3133	NEUTRAL	0	0	2.5	3.1686504
3135	NEUTRAL	0	0	2.5	3.0560317
3136	ENTAILMENT	1	0	4.365	3.7469542
3137	CONTRADICTION	2	0	4.265	3.8008819
3138	NEUTRAL	0	0	3.1	3.8595452
3139	ENTAILMENT	1	0	4.3	3.9078937
3141	NEUTRAL	0	0	3.2	3.9548113
3142	NEUTRAL	0	0	3.2	3.9087794
3144	NEUTRAL	0	0	3.4	3.7535436
3145	NEUTRAL	0	0	3.2	3.8193042
3146	NEUTRAL	0	0	3.8	3.8936129
3147	ENTAILMENT	1	0	4.5	3.659054
3148	NEUTRAL	0	0	4.3	3.4811058
3149	ENTAILMENT	1	0	5.0	3.6317983
3151	NEUTRAL	0	0	3.8	3.616691
3152	NEUTRAL	0	0	3.0	3.607308
3154	NEUTRAL	0	0	3.5	3.4879155
3155	ENTAILMENT	1	0	4.2	3.6242223
3159	CONTRADICTION	2	0	3.5	3.3953524
3160	NEUTRAL	0	0	3.4	3.378171
3163	NEUTRAL	0	0	3.4	3.4051542
3167	ENTAILMENT	1	0	4.5	3.212817
3168	NEUTRAL	0	0	3.1	3.1459982
3169	ENTAILMENT	1	0	5.0	3.4098265
3171	ENTAILMENT	1	0	4.7	3.384004
3172	NEUTRAL	0	0	3.6	3.407258
3173	NEUTRAL	0	0	4.0	3.3663483
3175	ENTAILMENT	1	0	4.2	3.3652825
3176	ENTAILMENT	1	0	4.9	3.3596175
3177	NEUTRAL	0	0	3.1	3.3026388
3178	ENTAILMENT	1	0	4.8	3.5470018
3179	CONTRADICTION	2	0	4.4	3.4890711
3180	ENTAILMENT	1	0	4.2	3.5430994
3183	NEUTRAL	0	0	3.3	3.3855343
3184	ENTAILMENT	1	0	4.7	3.2934108
3185	ENTAILMENT	1	0	4.9	3.2105389
3189	NEUTRAL	0	0	3.1	3.0390239
3190	NEUTRAL	0	0	1.7	3.2521713
3191	NEUTRAL	0	0	3.0	3.3769226
3193	NEUTRAL	0	0	3.0	3.256312
3194	ENTAILMENT	1	0	5.0	3.6675231
3195	CONTRADICTION	2	0	4.0	3.5726516
3196	ENTAILMENT	1	0	4.9	3.7500806
3197	CONTRADICTION	2	0	3.9	3.50744
3198	ENTAILMENT	1	0	4.4	3.7538223
3199	CONTRADICTION	2	0	3.4	3.6628597
3204	NEUTRAL	0	0	3.6	3.1116831
3205	ENTAILMENT	1	0	4.9	3.4208353
3206	CONTRADICTION	2	0	3.6	3.2830648
3207	ENTAILMENT	1	0	4.9	3.1208653
3209	ENTAILMENT	1	0	4.6	3.370688
3210	NEUTRAL	0	0	3.3	3.1286852
3211	ENTAILMENT	1	0	4.8	3.270463
3212	ENTAILMENT	1	0	4.8	3.5502782
3215	CONTRADICTION	2	0	2.4	3.629783
3216	ENTAILMENT	1	0	4.6	3.5855155
3219	NEUTRAL	0	0	3.4	3.2968392
3220	ENTAILMENT	1	0	4.6	3.5826046
3225	NEUTRAL	0	0	3.4	3.4848647
3226	NEUTRAL	0	0	2.1	3.326807
3229	NEUTRAL	0	0	3.5	3.1835752
3231	CONTRADICTION	2	0	3.4	3.5604117
3233	CONTRADICTION	2	0	4.0	3.2866654
3234	NEUTRAL	0	0	2.7	3.4010763
3235	NEUTRAL	0	0	3.3	3.3961427
3236	NEUTRAL	0	0	2.7	3.4166503
3237	NEUTRAL	0	0	3.2	3.457054
3239	ENTAILMENT	1	0	4.6	3.5855372
3240	CONTRADICTION	2	0	3.2	3.4526064
3241	ENTAILMENT	1	0	4.3	3.815642
3244	NEUTRAL	0	0	1.7	3.5790563
3245	ENTAILMENT	1	0	4.3	3.6085286
3246	NEUTRAL	0	0	3.5	3.6653535
3247	ENTAILMENT	1	0	4.4	3.4756382
3249	NEUTRAL	0	0	3.4	3.0624497
3251	NEUTRAL	0	0	4.0	3.5344596
3259	ENTAILMENT	1	0	4.8	3.1272428
3263	ENTAILMENT	1	0	5.0	3.3396604
3266	ENTAILMENT	1	0	4.5	3.7771766
3267	NEUTRAL	0	0	3.2	3.628345
3268	ENTAILMENT	1	0	4.8	3.6802328
3269	CONTRADICTION	2	0	3.2	3.6815867
3270	ENTAILMENT	1	0	3.8	3.6137109
3276	NEUTRAL	0	0	3.7	3.7299929
3279	NEUTRAL	0	0	3.0	3.461176
3282	NEUTRAL	0	0	3.1	3.8303485
3284	NEUTRAL	0	0	3.6	3.511396
3289	NEUTRAL	0	0	3.465	3.0020037
3290	NEUTRAL	0	0	1.9	3.0660841
3293	NEUTRAL	0	0	1.6	3.1066804
3295	ENTAILMENT	1	0	5.0	3.4388852
3296	NEUTRAL	0	0	3.4	3.4536595
3297	ENTAILMENT	1	0	4.6	3.4021595
3300	NEUTRAL	0	0	3.8	3.4106925
3301	CONTRADICTION	2	0	3.0	3.3064194
3302	ENTAILMENT	1	0	4.2	3.5112197
3305	ENTAILMENT	1	0	4.4	3.4306154
3306	ENTAILMENT	1	0	4.4	3.7890625
3307	CONTRADICTION	2	0	2.9	3.8601494
3308	ENTAILMENT	1	0	4.9	3.8099103
3309	CONTRADICTION	2	0	3.8	3.8084955
3310	ENTAILMENT	1	0	4.5	3.7270641
3312	NEUTRAL	0	0	3.9	3.8320339
3315	ENTAILMENT	1	0	4.8	3.3423436
3317	ENTAILMENT	1	0	4.7	3.5125587
3318	CONTRADICTION	2	0	3.7	3.4796705
3320	ENTAILMENT	1	0	4.735	3.4073653
3323	ENTAILMENT	1	0	4.4	3.506487
3326	ENTAILMENT	1	0	4.9	3.1461904
3328	ENTAILMENT	1	0	4.9	3.212804
3331	NEUTRAL	0	0	2.9	3.1953623
3333	NEUTRAL	0	0	1.2	3.316678
